"";"ds";"trend";"additive_terms";"additive_terms_lower";"additive_terms_upper";"yearly";"yearly_lower";"yearly_upper";"multiplicative_terms";"multiplicative_terms_lower";"multiplicative_terms_upper";"yhat_lower";"yhat_upper";"trend_lower";"trend_upper";"yhat"
"121";1990-01-01;26635,8949332169;-8534,33935235371;-8534,33935235371;-8534,33935235371;-8534,33935235371;-8534,33935235371;-8534,33935235371;0;0;0;15538,9878823568;20750,269725249;26635,8949332169;26635,8949332169;18101,5555808632
"122";1990-02-01;26622,5909777128;-5390,03985959895;-5390,03985959895;-5390,03985959895;-5390,03985959895;-5390,03985959895;-5390,03985959895;0;0;0;18565,3358810072;23910,5201817316;26622,5909777128;26622,5909777128;21232,5511181139
"123";1990-03-01;26610,5745017737;-2516,09554993264;-2516,09554993264;-2516,09554993264;-2516,09554993264;-2516,09554993264;-2516,09554993264;0;0;0;21627,4460639645;26761,9900811399;26610,5745017737;26610,5745017737;24094,478951841
"124";1990-04-01;26597,2705578912;-1365,36308454055;-1365,36308454055;-1365,36308454055;-1365,36308454055;-1365,36308454055;-1365,36308454055;0;0;0;22503,3562679611;27767,5115866229;26597,2705578912;26597,2705578912;25231,9074733507
"125";1990-05-01;26584,3957734889;-2205,60001402987;-2205,60001402987;-2205,60001402987;-2205,60001402987;-2205,60001402987;-2205,60001402987;0;0;0;21727,6615991224;27222,4710063025;26584,3957734889;26584,3957734889;24378,795759459
"126";1990-06-01;26571,0918296064;-2050,69346864177;-2050,69346864177;-2050,69346864177;-2050,69346864177;-2050,69346864177;-2050,69346864177;0;0;0;21920,803397507;27170,6068923534;26571,0918296064;26571,0918296064;24520,3983609647
"127";1990-07-01;26558,2170452041;2739,92423088435;2739,92423088435;2739,92423088435;2739,92423088435;2739,92423088435;2739,92423088435;0;0;0;26600,7073528804;31705,6429668413;26558,2170452041;26558,2170452041;29298,1412760884
"128";1990-08-01;26544,9131013216;2100,19673553726;2100,19673553726;2100,19673553726;2100,19673553726;2100,19673553726;2100,19673553726;0;0;0;25976,582744744;31298,3802085282;26544,9131013216;26544,9131013216;28645,1098368589
"129";1990-09-01;26531,6091574392;-1310,72563678429;-1310,72563678429;-1310,72563678429;-1310,72563678429;-1310,72563678429;-1310,72563678429;0;0;0;22728,0033865942;28151,2639541103;26531,6091574392;26531,6091574392;25220,8835206549
"130";1990-10-01;26518,7343732693;-161,264731368497;-161,264731368497;-161,264731368497;-161,264731368497;-161,264731368497;-161,264731368497;0;0;0;23665,9921167043;29003,2873112254;26518,7343732693;26518,7343732693;26357,4696419008
"131";1990-11-01;26505,4304296271;4869,86151246412;4869,86151246412;4869,86151246412;4869,86151246412;4869,86151246412;4869,86151246412;0;0;0;28783,820096285;34077,7789082935;26505,4304296271;26505,4304296271;31375,2919420912
"132";1990-12-01;26492,5556454573;9934,7364241916;9934,7364241916;9934,7364241916;9934,7364241916;9934,7364241916;9934,7364241916;0;0;0;33662,2064749669;39052,4326401986;26492,5556454573;26492,5556454573;36427,2920696489
"133";1991-01-01;26479,251701815;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;0;0;0;15534,3913347637;20939,2939203806;26479,251701815;26479,251701815;18089,8207889697
"134";1991-02-01;26465,9477581728;-5178,76810308892;-5178,76810308892;-5178,76810308892;-5178,76810308892;-5178,76810308892;-5178,76810308892;0;0;0;18531,152246444;23932,4004803005;26465,9477581728;26465,9477581728;21287,1796550839
"135";1991-03-01;26453,9313004075;-2974,21524189272;-2974,21524189272;-2974,21524189272;-2974,21524189272;-2974,21524189272;-2974,21524189272;0;0;0;20739,4080552117;26194,3195111041;26453,9313004075;26453,9313004075;23479,7160585148
"136";1991-04-01;26440,6273650245;-1219,77745128157;-1219,77745128157;-1219,77745128157;-1219,77745128157;-1219,77745128157;-1219,77745128157;0;0;0;22285,2834076473;27957,0294423613;26440,6273650245;26440,6273650245;25220,8499137429
"137";1991-05-01;26427,7525888474;-2306,35255436462;-2306,35255436462;-2306,35255436462;-2306,35255436462;-2306,35255436462;-2306,35255436462;0;0;0;21431,9166089673;26786,1974701449;26427,7525888474;26427,7525888474;24121,4000344827
"138";1991-06-01;26414,4486534643;-1833,29145107914;-1833,29145107914;-1833,29145107914;-1833,29145107914;-1833,29145107914;-1833,29145107914;0;0;0;21944,503168754;27113,4698617981;26414,4486534643;26414,4486534643;24581,1572023852
"139";1991-07-01;26401,5738772872;2757,50853604818;2757,50853604818;2757,50853604818;2757,50853604818;2757,50853604818;2757,50853604818;0;0;0;26514,553657894;31807,087165971;26401,5738772872;26401,5738772872;29159,0824133354
"140";1991-08-01;26388,2699419042;1780,90515470079;1780,90515470079;1780,90515470079;1780,90515470079;1780,90515470079;1780,90515470079;0;0;0;25436,3304329644;30631,9366283777;26388,2699419042;26388,2699419042;28169,175096605
"141";1991-09-01;26374,9660087981;-845,742797228794;-845,742797228794;-845,742797228794;-845,742797228794;-845,742797228794;-845,742797228794;0;0;0;23041,348795476;28244,4052966747;26374,9660087981;26374,9660087981;25529,2232115693
"142";1991-10-01;26362,0912348245;-507,82025176321;-507,82025176321;-507,82025176321;-507,82025176321;-507,82025176321;-507,82025176321;0;0;0;23135,6842685823;28576,069939987;26362,0912348245;26362,0912348245;25854,2709830613
"143";1991-11-01;26348,7873017184;4656,14695228185;4656,14695228185;4656,14695228185;4656,14695228185;4656,14695228185;4656,14695228185;0;0;0;28432,5274110416;33694,1967799778;26348,7873017184;26348,7873017184;31004,9342540003
"144";1991-12-01;26335,9125277448;10188,7234584819;10188,7234584819;10188,7234584819;10188,7234584819;10188,7234584819;10188,7234584819;0;0;0;33932,0894239904;39269,6513475644;26335,9125277448;26335,9125277448;36524,6359862267
"145";1992-01-01;26322,6085946387;-8241,51737536867;-8241,51737536867;-8241,51737536867;-8241,51737536867;-8241,51737536867;-8241,51737536867;0;0;0;15481,084642869;20964,757253729;26322,6085946387;26322,6085946387;18081,09121927
"146";1992-02-01;26309,3046615326;-4974,77277301195;-4974,77277301195;-4974,77277301195;-4974,77277301195;-4974,77277301195;-4974,77277301195;0;0;0;18685,7937078963;23739,9771343807;26309,3046615326;26309,3046615326;21334,5318885207
"147";1992-03-01;26296,8590466915;-1603,12238012467;-1603,12238012467;-1603,12238012467;-1603,12238012467;-1603,12238012467;-1603,12238012467;0;0;0;22062,6107359487;27529,0302307444;26296,8590466915;26296,8590466915;24693,7366665668
"148";1992-04-01;26283,5551135854;-1642,17451655994;-1642,17451655994;-1642,17451655994;-1642,17451655994;-1642,17451655994;-1642,17451655994;0;0;0;22183,6220608641;27366,0467151952;26283,5551135854;26283,5551135854;24641,3805970254
"149";1992-05-01;26270,6803396118;-1994,06530994553;-1994,06530994553;-1994,06530994553;-1994,06530994553;-1994,06530994553;-1994,06530994553;0;0;0;21592,1153267692;27114,9897902116;26270,6803396118;26270,6803396118;24276,6150296662
"150";1992-06-01;26257,3764065057;-2478,77671377422;-2478,77671377422;-2478,77671377422;-2478,77671377422;-2478,77671377422;-2478,77671377422;0;0;0;21204,4864922818;26550,2935204434;26257,3764065057;26257,3764065057;23778,5996927315
"151";1992-07-01;26244,5016325321;2683,67833985255;2683,67833985255;2683,67833985255;2683,67833985255;2683,67833985255;2683,67833985255;0;0;0;26428,6741545974;31677,6822661414;26244,5016325321;26244,5016325321;28928,1799723846
"152";1992-08-01;26231,197699426;2746,41064484121;2746,41064484121;2746,41064484121;2746,41064484121;2746,41064484121;2746,41064484121;0;0;0;26366,7539433098;31618,4012224125;26231,197699426;26231,197699426;28977,6083442672
"153";1992-09-01;26217,8937663199;-2240,20550432391;-2240,20550432391;-2240,20550432391;-2240,20550432391;-2240,20550432391;-2240,20550432391;0;0;0;21370,0306800578;26788,6297541346;26217,8937663199;26217,8937663199;23977,688261996
"154";1992-10-01;26205,0189923463;514,833988665472;514,833988665472;514,833988665472;514,833988665472;514,833988665472;514,833988665472;0;0;0;23990,7372667313;29369,6180268188;26205,0189923463;26205,0189923463;26719,8529810118
"155";1992-11-01;26191,7150592402;5317,03694877122;5317,03694877122;5317,03694877122;5317,03694877122;5317,03694877122;5317,03694877122;0;0;0;29006,0778876371;34131,7521988197;26191,7150592402;26191,7150592402;31508,7520080114
"156";1992-12-01;26178,8402852666;9431,5575230741;9431,5575230741;9431,5575230741;9431,5575230741;9431,5575230741;9431,5575230741;0;0;0;32820,715797312;38152,080900032;26178,8402852666;26178,8402852666;35610,3978083407
"157";1993-01-01;26165,5363521605;-8676,03738724739;-8676,03738724739;-8676,03738724739;-8676,03738724739;-8676,03738724739;-8676,03738724739;0;0;0;15007,3089564871;20260,8469186231;26165,5363521605;26165,5363521605;17489,4989649131
"158";1993-02-01;26152,2324190544;-5608,34632204887;-5608,34632204887;-5608,34632204887;-5608,34632204887;-5608,34632204887;-5608,34632204887;0;0;0;18001,8398101092;23179,6652206236;26152,2324190544;26152,2324190544;20543,8860970056
"159";1993-03-01;26140,2159633457;-2058,91353472843;-2058,91353472843;-2058,91353472843;-2058,91353472843;-2058,91353472843;-2058,91353472843;0;0;0;21240,2325894841;26818,7150243904;26140,2159633457;26140,2159633457;24081,3024286173
"160";1993-04-01;26126,9120302396;-1506,16289701706;-1506,16289701706;-1506,16289701706;-1506,16289701706;-1506,16289701706;-1506,16289701706;0;0;0;22044,3542836057;27386,4475824484;26126,9120302396;26126,9120302396;24620,7491332226
"161";1993-05-01;26114,037256266;-2101,49519072137;-2101,49519072137;-2101,49519072137;-2101,49519072137;-2101,49519072137;-2101,49519072137;0;0;0;21507,9506824657;26667,4874476758;26114,037256266;26114,037256266;24012,5420655447
"162";1993-06-01;26100,7333231599;-2265,94574748928;-2265,94574748928;-2265,94574748928;-2265,94574748928;-2265,94574748928;-2265,94574748928;0;0;0;21137,1601895596;26327,0629873144;26100,7333231599;26100,7333231599;23834,7875756707
"163";1993-07-01;26087,8585491863;2715,30114122054;2715,30114122054;2715,30114122054;2715,30114122054;2715,30114122054;2715,30114122054;0;0;0;26466,9415200338;31601,4692127439;26087,8585491863;26087,8585491863;28803,1596904069
"164";1993-08-01;26074,5546160802;2422,11891450315;2422,11891450315;2422,11891450315;2422,11891450315;2422,11891450315;2422,11891450315;0;0;0;25783,9194818786;31228,0747811835;26074,5546160802;26074,5546160802;28496,6735305834
"165";1993-09-01;26061,2506829742;-1775,6614931201;-1775,6614931201;-1775,6614931201;-1775,6614931201;-1775,6614931201;-1775,6614931201;0;0;0;21668,7909837281;27048,5691945663;26061,2506829742;26061,2506829742;24285,5891898541
"166";1993-10-01;26048,3759090005;179,722357314711;179,722357314711;179,722357314711;179,722357314711;179,722357314711;179,722357314711;0;0;0;23473,7105884222;28994,926147768;26048,3759090005;26048,3759090005;26228,0982663153
"167";1993-11-01;26035,0719758945;5090,23338875386;5090,23338875386;5090,23338875386;5090,23338875386;5090,23338875386;5090,23338875386;0;0;0;28413,6860565702;33808,8072191961;26035,0719758945;26035,0719758945;31125,3053646483
"168";1993-12-01;26022,1972019209;9682,27921885934;9682,27921885934;9682,27921885934;9682,27921885934;9682,27921885934;9682,27921885934;0;0;0;33034,3176519769;38493,2255748154;26022,1972019209;26022,1972019209;35704,4764207802
"169";1994-01-01;26008,8932688148;-8534,33935235308;-8534,33935235308;-8534,33935235308;-8534,33935235308;-8534,33935235308;-8534,33935235308;0;0;0;14989,9651757402;20036,5549056672;26008,8932688148;26008,8932688148;17474,5539164617
"170";1994-02-01;25995,5893357087;-5390,03985959841;-5390,03985959841;-5390,03985959841;-5390,03985959841;-5390,03985959841;-5390,03985959841;0;0;0;17995,4845617309;23288,0227507819;25995,5893357087;25995,5893357087;20605,5494761103
"171";1994-03-01;25983,57288;-2516,09554993053;-2516,09554993053;-2516,09554993053;-2516,09554993053;-2516,09554993053;-2516,09554993053;0;0;0;20795,2313806956;25980,8578539981;25983,57288;25983,57288;23467,4773300694
"172";1994-04-01;25970,2689468939;-1365,36308454082;-1365,36308454082;-1365,36308454082;-1365,36308454082;-1365,36308454082;-1365,36308454082;0;0;0;22035,4374003933;27294,7919295339;25970,2689468939;25970,2689468939;24604,9058623531
"173";1994-05-01;25957,3941729203;-2205,60001402958;-2205,60001402958;-2205,60001402958;-2205,60001402958;-2205,60001402958;-2205,60001402958;0;0;0;21119,5945101127;26402,8055636679;25957,3941729203;25957,3941729203;23751,7941588907
"174";1994-06-01;25944,0902398142;-2050,69346864176;-2050,69346864176;-2050,69346864176;-2050,69346864176;-2050,69346864176;-2050,69346864176;0;0;0;21328,8381302752;26509,7988618676;25944,0902398142;25944,0902398142;23893,3967711724
"175";1994-07-01;25931,2154658406;2739,92423088417;2739,92423088417;2739,92423088417;2739,92423088417;2739,92423088417;2739,92423088417;0;0;0;26301,4331045919;31228,075425488;25931,2154658406;25931,2154658406;28671,1396967248
"176";1994-08-01;25917,9115327345;2100,19673553759;2100,19673553759;2100,19673553759;2100,19673553759;2100,19673553759;2100,19673553759;0;0;0;25304,9846445506;30445,8003963171;25917,9115327345;25917,9115327345;28018,1082682721
"177";1994-09-01;25904,6075996284;-1310,72563678295;-1310,72563678295;-1310,72563678295;-1310,72563678295;-1310,72563678295;-1310,72563678295;0;0;0;21895,7808418869;27267,2061294868;25904,6075996284;25904,6075996284;24593,8819628455
"178";1994-10-01;25891,7328256548;-161,264731369208;-161,264731369208;-161,264731369208;-161,264731369208;-161,264731369208;-161,264731369208;0;0;0;23044,8793993413;28242,5972266128;25891,4023984394;25891,8634522598;25730,4680942856
"179";1994-11-01;25878,4288925487;4869,86151246304;4869,86151246304;4869,86151246304;4869,86151246304;4869,86151246304;4869,86151246304;0;0;0;28040,6943931942;33306,7861905444;25876,1955876511;25880,1285165527;30748,2904050118
"180";1994-12-01;25865,5541185751;9934,73642419154;9934,73642419154;9934,73642419154;9934,73642419154;9934,73642419154;9934,73642419154;0;0;0;32965,8395002688;38285,6804389534;25860,7908947751;25870,0363410212;35800,2905427666
"181";1995-01-01;25852,250185469;-8389,43091284578;-8389,43091284578;-8389,43091284578;-8389,43091284578;-8389,43091284578;-8389,43091284578;0;0;0;14846,8825153469;20219,9909603722;25843,4085348073;25860,1999688353;17462,8192726233
"182";1995-02-01;25838,946252363;-5178,76810308822;-5178,76810308822;-5178,76810308822;-5178,76810308822;-5178,76810308822;-5178,76810308822;0;0;0;17945,6028752576;23392,3576619401;25825,8833693503;25850,822936202;20660,1781492747
"183";1995-03-01;25826,9297966542;-2974,21524189185;-2974,21524189185;-2974,21524189185;-2974,21524189185;-2974,21524189185;-2974,21524189185;0;0;0;20290,1834081839;25497,0832805517;25809,2326003605;25842,8893442113;22852,7145547624
"184";1995-04-01;25813,6258635482;-1219,7774512826;-1219,7774512826;-1219,7774512826;-1219,7774512826;-1219,7774512826;-1219,7774512826;0;0;0;21960,6462369278;27243,0615528408;25789,332370196;25834,890791523;24593,8484122656
"185";1995-05-01;25800,7510895745;-2306,35255436374;-2306,35255436374;-2306,35255436374;-2306,35255436374;-2306,35255436374;-2306,35255436374;0;0;0;20874,9731617358;26229,3827910506;25771,1002891297;25828,65892376;23494,3985352108
"186";1995-06-01;25787,4471564685;-1833,29145107915;-1833,29145107915;-1833,29145107915;-1833,29145107915;-1833,29145107915;-1833,29145107915;0;0;0;21156,6346306879;26644,074895259;25750,3599742493;25820,9188913713;23954,1557053893
"187";1995-07-01;25774,5723824948;2757,50853604832;2757,50853604832;2757,50853604832;2757,50853604832;2757,50853604832;2757,50853604832;0;0;0;25867,4152822922;31305,4945281483;25731,4693194292;25813,5866852347;28532,0809185432
"188";1995-08-01;25761,2684493888;1780,90515469993;1780,90515469993;1780,90515469993;1780,90515469993;1780,90515469993;1780,90515469993;0;0;0;24983,6661038888;30082,1947851345;25712,6136047807;25806,4101331551;27542,1736040887
"189";1995-09-01;25747,9645162827;-845,742797228075;-845,742797228075;-845,742797228075;-845,742797228075;-845,742797228075;-845,742797228075;0;0;0;22162,7610213897;27602,7761048036;25692,3016907328;25804,1280945439;24902,2217190546
"190";1995-10-01;25735,0897423091;-507,820251763184;-507,820251763184;-507,820251763184;-507,820251763184;-507,820251763184;-507,820251763184;0;0;0;22461,5842878352;27781,4186427616;25672,8353325304;25798,7242621323;25227,2694905459
"191";1995-11-01;25721,785809203;4656,1469522816;4656,1469522816;4656,1469522816;4656,1469522816;4656,1469522816;4656,1469522816;0;0;0;27596,9472715891;32958,7750893105;25652,7752630879;25795,5890111694;30377,9327614846
"192";1995-12-01;25708,9110352294;10188,7234584825;10188,7234584825;10188,7234584825;10188,7234584825;10188,7234584825;10188,7234584825;0;0;0;33275,6669445115;38473,3830956971;25629,3936944228;25790,6306695398;35897,6344937119
"193";1996-01-01;25695,6071021233;-8241,51737536782;-8241,51737536782;-8241,51737536782;-8241,51737536782;-8241,51737536782;-8241,51737536782;0;0;0;14950,3855703989;20049,7992639469;25609,2526693471;25785,4318421462;17454,0897267555
"194";1996-02-01;25682,3031690172;-4974,77277301138;-4974,77277301138;-4974,77277301138;-4974,77277301138;-4974,77277301138;-4974,77277301138;0;0;0;18090,0788631331;23380,4778439633;25588,9027794128;25782,6011537047;20707,5303960058
"195";1996-03-01;25669,857554176;-1603,122380123;-1603,122380123;-1603,122380123;-1603,122380123;-1603,122380123;-1603,122380123;0;0;0;21404,9346966925;26763,7568357074;25570,7229791148;25778,1955798288;24066,7351740531
"196";1996-04-01;25656,55362107;-1642,17451655893;-1642,17451655893;-1642,17451655893;-1642,17451655893;-1642,17451655893;-1642,17451655893;0;0;0;21333,4814375648;26679,6253942689;25550,1990752692;25770,8598561396;24014,379104511
"197";1996-05-01;25643,6788470964;-1994,06530994571;-1994,06530994571;-1994,06530994571;-1994,06530994571;-1994,06530994571;-1994,06530994571;0;0;0;20983,8817231107;26285,4637200942;25527,4205049926;25772,1051665762;23649,6135371506
"198";1996-06-01;25630,3749139903;-2478,77671377492;-2478,77671377492;-2478,77671377492;-2478,77671377492;-2478,77671377492;-2478,77671377492;0;0;0;20436,7684882545;25805,0969577719;25504,2763072313;25768,5567011178;23151,5982002153
"199";1996-07-01;25617,5001400167;2683,6783398525;2683,6783398525;2683,6783398525;2683,6783398525;2683,6783398525;2683,6783398525;0;0;0;25607,3527606798;31080,2087172095;25483,2136705156;25764,7709009093;28301,1784798692
"200";1996-08-01;25604,1962069106;2746,41064484206;2746,41064484206;2746,41064484206;2746,41064484206;2746,41064484206;2746,41064484206;0;0;0;25517,2690093267;31036,8751050982;25458,0497836555;25760,1424891502;28350,6068517526
"201";1996-09-01;25590,8922738045;-2240,20550432405;-2240,20550432405;-2240,20550432405;-2240,20550432405;-2240,20550432405;-2240,20550432405;0;0;0;20797,6847345231;25976,7702767928;25437,8324161361;25755,8200692725;23350,6867694804
"202";1996-10-01;25578,0174998309;514,833988665506;514,833988665506;514,833988665506;514,833988665506;514,833988665506;514,833988665506;0;0;0;23620,8483523554;28870,2010600089;25414,9478514838;25749,0277958556;26092,8514884964
"203";1996-11-01;25564,7135667248;5317,03694877141;5317,03694877141;5317,03694877141;5317,03694877141;5317,03694877141;5317,03694877141;0;0;0;28387,7905008612;33663,6207879954;25391,6972205238;25744,0178740009;30881,7505154962
"204";1996-12-01;25551,8387927512;9431,55752307427;9431,55752307427;9431,55752307427;9431,55752307427;9431,55752307427;9431,55752307427;0;0;0;32288,7781491236;37490,8254326093;25366,4919175529;25742,2141908365;34983,3963158254
"205";1997-01-01;25538,5348596451;-8676,0373872471;-8676,0373872471;-8676,0373872471;-8676,0373872471;-8676,0373872471;-8676,0373872471;0;0;0;13971,5358892062;19542,5706303467;25341,4710406361;25742,498863956;16862,497472398
"206";1997-02-01;25525,230926539;-5608,34632204886;-5608,34632204886;-5608,34632204886;-5608,34632204886;-5608,34632204886;-5608,34632204886;0;0;0;17085,5276620046;22528,3534721611;25312,8509395505;25743,2784421773;19916,8846044902
"207";1997-03-01;25513,2144708303;-2058,91353472788;-2058,91353472788;-2058,91353472788;-2058,91353472788;-2058,91353472788;-2058,91353472788;0;0;0;20547,5100629718;26229,0071699957;25289,6882311372;25745,4030540171;23454,3009361024
"208";1997-04-01;25499,9105377242;-1506,16289701688;-1506,16289701688;-1506,16289701688;-1506,16289701688;-1506,16289701688;-1506,16289701688;0;0;0;21498,0829448051;26598,4124597079;25260,6875984918;25744,8669437487;23993,7476407074
"209";1997-05-01;25487,0357637506;-2101,49519072234;-2101,49519072234;-2101,49519072234;-2101,49519072234;-2101,49519072234;-2101,49519072234;0;0;0;20782,8256892573;26235,2878220733;25232,4120629682;25744,20648878;23385,5405730283
"210";1997-06-01;25473,7318306445;-2265,94574748934;-2265,94574748934;-2265,94574748934;-2265,94574748934;-2265,94574748934;-2265,94574748934;0;0;0;20798,5938624139;25864,0836562802;25205,9304831551;25742,8544153624;23207,7860831552
"211";1997-07-01;25460,8570566709;2715,30114122149;2715,30114122149;2715,30114122149;2715,30114122149;2715,30114122149;2715,30114122149;0;0;0;25540,0790408417;30907,508917695;25179,0456181674;25738,0154518669;28176,1581978924
"212";1997-08-01;25447,5531235648;2422,118914504;2422,118914504;2422,118914504;2422,118914504;2422,118914504;2422,118914504;0;0;0;25133,0599204162;30615,6842596659;25152,4113601628;25737,1665754769;27869,6720380688
"213";1997-09-01;25434,2491904588;-1775,6614931206;-1775,6614931206;-1775,6614931206;-1775,6614931206;-1775,6614931206;-1775,6614931206;0;0;0;20915,4546361726;26415,5076421857;25125,5445477634;25735,2310218013;23658,5876973382
"214";1997-10-01;25421,3744164851;179,722357313544;179,722357313544;179,722357313544;179,722357313544;179,722357313544;179,722357313544;0;0;0;22921,9123403116;28213,9958383837;25097,4138708775;25736,3152674134;25601,0967737987
"215";1997-11-01;25408,0704833791;5090,23338875413;5090,23338875413;5090,23338875413;5090,23338875413;5090,23338875413;5090,23338875413;0;0;0;27876,5918911387;33206,0104742269;25069,0396871622;25743,7069974531;30498,3038721332
"216";1997-12-01;25395,1957094054;9682,27921885874;9682,27921885874;9682,27921885874;9682,27921885874;9682,27921885874;9682,27921885874;0;0;0;32381,1730466961;37845,3082631132;25042,3397856696;25747,6294577514;35077,4749282642
"217";1998-01-01;25381,8917762994;-8534,33935235389;-8534,33935235389;-8534,33935235389;-8534,33935235389;-8534,33935235389;-8534,33935235389;0;0;0;14059,2153145046;19552,2303462556;25014,5827765595;25746,4599890038;16847,5524239455
"218";1998-02-01;25368,5878431933;-5390,03985959944;-5390,03985959944;-5390,03985959944;-5390,03985959944;-5390,03985959944;-5390,03985959944;0;0;0;17089,2979082627;22588,545846395;24983,6368951668;25744,9879164377;19978,5479835938
"219";1998-03-01;25356,5713874846;-2516,09554993377;-2516,09554993377;-2516,09554993377;-2516,09554993377;-2516,09554993377;-2516,09554993377;0;0;0;20272,9124818269;25554,5656407252;24961,0412483035;25744,3035390873;22840,4758375508
"220";1998-04-01;25343,2674543785;-1365,36308453991;-1365,36308453991;-1365,36308453991;-1365,36308453991;-1365,36308453991;-1365,36308453991;0;0;0;21348,1830103457;26874,3324786432;24931,4485532393;25745,3499921705;23977,9043698386
"221";1998-05-01;25330,3926804049;-2205,60001403005;-2205,60001403005;-2205,60001403005;-2205,60001403005;-2205,60001403005;-2205,60001403005;0;0;0;20574,1632646265;25829,4898868293;24911,8226255964;25749,0519478428;23124,7926663748
"222";1998-06-01;25317,0887472988;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;0;0;0;20654,2028062853;25912,4227847922;24885,8574708624;25748,1631032067;23266,3952786574
"223";1998-07-01;25304,2139733252;2739,92423088322;2739,92423088322;2739,92423088322;2739,92423088322;2739,92423088322;2739,92423088322;0;0;0;25356,5067652512;30811,7832896521;24863,880832636;25747,291151245;28044,1382042084
"224";1998-08-01;25290,9100402191;2100,19673553727;2100,19673553727;2100,19673553727;2100,19673553727;2100,19673553727;2100,19673553727;0;0;0;24690,1516308673;30194,7260633032;24841,1511714493;25747,6026082408;27391,1067757564
"225";1998-09-01;25277,606107113;-1310,72563678332;-1310,72563678332;-1310,72563678332;-1310,72563678332;-1310,72563678332;-1310,72563678332;0;0;0;21167,7389960515;26636,802993926;24815,7426364469;25745,4243528371;23966,8804703297
"226";1998-10-01;25264,7313331394;-161,264731367573;-161,264731367573;-161,264731367573;-161,264731367573;-161,264731367573;-161,264731367573;0;0;0;22542,5301124765;27602,0200201635;24788,7901294721;25749,8630522628;25103,4666017718
"227";1998-11-01;25251,4274000333;4869,86151246436;4869,86151246436;4869,86151246436;4869,86151246436;4869,86151246436;4869,86151246436;0;0;0;27428,870114414;32759,4174962633;24758,8378123077;25751,4511727175;30121,2889124977
"228";1998-12-01;25238,5526260597;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;0;0;0;32523,0485439113;37980,0198872464;24731,0142167624;25756,4269792489;35173,2890502516
"229";1999-01-01;25225,2486929536;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;-8389,43091284538;0;0;0;14090,8918767376;19371,707916774;24705,50587517;25766,9086467617;16835,8177801082
"230";1999-02-01;25211,9447598475;-5178,76810308849;-5178,76810308849;-5178,76810308849;-5178,76810308849;-5178,76810308849;-5178,76810308849;0;0;0;17226,269914875;22599,4671903196;24674,2828133778;25769,8982665772;20033,1766567591
"231";1999-03-01;25199,9283041388;-2974,21524189308;-2974,21524189308;-2974,21524189308;-2974,21524189308;-2974,21524189308;-2974,21524189308;0;0;0;19533,5215899213;24818,6291348986;24649,7297158042;25778,6161818692;22225,7130622458
"232";1999-04-01;25186,6243710328;-1219,77745128215;-1219,77745128215;-1219,77745128215;-1219,77745128215;-1219,77745128215;-1219,77745128215;0;0;0;21145,6816164432;26532,3530753008;24622,4250619173;25780,2625642098;23966,8469197506
"233";1999-05-01;25173,7495970591;-2306,3525543636;-2306,3525543636;-2306,3525543636;-2306,3525543636;-2306,3525543636;-2306,3525543636;0;0;0;20158,9898241777;25525,9195284436;24595,0441851852;25777,3643342196;22867,3970426955
"234";1999-06-01;25160,4456639531;-1833,29145107834;-1833,29145107834;-1833,29145107834;-1833,29145107834;-1833,29145107834;-1833,29145107834;0;0;0;20513,0773934713;25865,4784356221;24567,3752104924;25776,1084027601;23327,1542128747
"235";1999-07-01;25147,5708899794;2757,50853604836;2757,50853604836;2757,50853604836;2757,50853604836;2757,50853604836;2757,50853604836;0;0;0;25147,5834713146;30676,8682430046;24538,7138365919;25780,0724020193;27905,0794260278
"236";1999-08-01;25134,2669568734;1780,90515469989;1780,90515469989;1780,90515469989;1780,90515469989;1780,90515469989;1780,90515469989;0;0;0;24156,4571976789;29467,8414628364;24509,4367584002;25782,2891566446;26915,1721115732
"237";1999-09-01;25120,9630237673;-845,742797229057;-845,742797229057;-845,742797229057;-845,742797229057;-845,742797229057;-845,742797229057;0;0;0;21632,4431862606;27130,9983535558;24481,3956715713;25783,2704928014;24275,2202265382
"238";1999-10-01;25108,0882497937;-507,820251762523;-507,820251762523;-507,820251762523;-507,820251762523;-507,820251762523;-507,820251762523;0;0;0;22026,9042339959;27542,4728626899;24458,6330514546;25791,3355506783;24600,2679980311
"239";1999-11-01;25094,7843166876;4656,14695228043;4656,14695228043;4656,14695228043;4656,14695228043;4656,14695228043;4656,14695228043;0;0;0;26984,807858543;32486,264020603;24430,8703589606;25799,2479833742;29750,931268968
"240";1999-12-01;25081,909542714;10188,7234584829;10188,7234584829;10188,7234584829;10188,7234584829;10188,7234584829;10188,7234584829;0;0;0;32512,2973774727;37987,6944705667;24404,554223978;25800,937755969;35270,6330011969
"241";2000-01-01;25068,6056096079;-8241,51737536767;-8241,51737536767;-8241,51737536767;-8241,51737536767;-8241,51737536767;-8241,51737536767;0;0;0;14021,0274987301;19554,852128866;24376,4206920977;25808,7517982795;16827,0882342402
